"","code","game_type","rival","pay_competitive","n"
"2356","sujeto_d056f0c3","competitive","1","2",6
"2357","sujeto_d056f0c3","competitive","1","3",8
"2358","sujeto_d056f0c3","competitive","1","4",7
"2359","sujeto_d056f0c3","competitive","2","1",7
"2360","sujeto_d056f0c3","competitive","2","2",7
"2361","sujeto_d056f0c3","competitive","2","3",7
"2362","sujeto_d056f0c3","competitive","2","4",6
"2363","sujeto_d056f0c3","competitive","3","1",3
"2364","sujeto_d056f0c3","competitive","3","2",7
"2365","sujeto_d056f0c3","competitive","3","3",6
"2366","sujeto_d056f0c3","competitive","3","4",8
"2367","sujeto_d056f0c3","competitive","4","1",3
"2368","sujeto_d056f0c3","competitive","4","2",4
"2369","sujeto_d056f0c3","competitive","4","3",7
"2370","sujeto_d056f0c3","competitive","4","4",7
"2371","sujeto_d056f0c3","individual","3","1",3
"2372","sujeto_d056f0c3","individual","4","1",5
"2373","sujeto_d056f0c3","individual","4","2",2
"2374","sujeto_d056f0c3","individual","4","3",1
"2375","sujeto_d72d8a7c","competitive","1","1",4
"2376","sujeto_d72d8a7c","competitive","1","2",8
"2377","sujeto_d72d8a7c","competitive","1","3",8
"2378","sujeto_d72d8a7c","competitive","1","4",8
"2379","sujeto_d72d8a7c","competitive","2","1",1
"2380","sujeto_d72d8a7c","competitive","2","2",8
"2381","sujeto_d72d8a7c","competitive","2","3",8
"2382","sujeto_d72d8a7c","competitive","2","4",8
"2383","sujeto_d72d8a7c","competitive","3","2",8
"2384","sujeto_d72d8a7c","competitive","3","3",8
"2385","sujeto_d72d8a7c","competitive","3","4",8
"2386","sujeto_d72d8a7c","competitive","4","1",1
"2387","sujeto_d72d8a7c","competitive","4","2",7
"2388","sujeto_d72d8a7c","competitive","4","3",8
"2389","sujeto_d72d8a7c","competitive","4","4",8
"2390","sujeto_d72d8a7c","individual","1","1",4
"2391","sujeto_d72d8a7c","individual","2","1",7
"2392","sujeto_d72d8a7c","individual","3","1",8
"2393","sujeto_d72d8a7c","individual","4","1",7
"2394","sujeto_d72d8a7c","individual","4","2",1
"2395","sujeto_d90f36d4","competitive","1","1",3
"2396","sujeto_d90f36d4","competitive","1","2",6
"2397","sujeto_d90f36d4","competitive","1","3",8
"2398","sujeto_d90f36d4","competitive","1","4",6
"2399","sujeto_d90f36d4","competitive","2","1",4
"2400","sujeto_d90f36d4","competitive","2","2",5
"2401","sujeto_d90f36d4","competitive","2","3",7
"2402","sujeto_d90f36d4","competitive","2","4",6
"2403","sujeto_d90f36d4","competitive","3","1",2
"2404","sujeto_d90f36d4","competitive","3","2",5
"2405","sujeto_d90f36d4","competitive","3","3",6
"2406","sujeto_d90f36d4","competitive","3","4",8
"2407","sujeto_d90f36d4","competitive","4","1",2
"2408","sujeto_d90f36d4","competitive","4","2",3
"2409","sujeto_d90f36d4","competitive","4","3",7
"2410","sujeto_d90f36d4","competitive","4","4",7
"2411","sujeto_d90f36d4","individual","1","1",4
"2412","sujeto_d90f36d4","individual","2","1",2
"2413","sujeto_d90f36d4","individual","2","2",2
"2414","sujeto_d90f36d4","individual","3","1",2
"2415","sujeto_d90f36d4","individual","3","2",1
"2416","sujeto_d90f36d4","individual","4","1",6
"2417","sujeto_d90f36d4","individual","4","2",2
"2418","sujeto_d90f36d4","individual","4","3",1
"2419","sujeto_dabe6acb","competitive","1","1",8
"2420","sujeto_dabe6acb","competitive","1","2",8
"2421","sujeto_dabe6acb","competitive","1","3",8
"2422","sujeto_dabe6acb","competitive","1","4",8
"2423","sujeto_dabe6acb","competitive","2","1",3
"2424","sujeto_dabe6acb","competitive","2","2",7
"2425","sujeto_dabe6acb","competitive","2","3",8
"2426","sujeto_dabe6acb","competitive","2","4",8
"2427","sujeto_dabe6acb","competitive","3","2",4
"2428","sujeto_dabe6acb","competitive","3","3",8
"2429","sujeto_dabe6acb","competitive","3","4",8
"2430","sujeto_dabe6acb","competitive","4","2",1
"2431","sujeto_dabe6acb","competitive","4","3",5
"2432","sujeto_dabe6acb","competitive","4","4",8
"2433","sujeto_dabe6acb","individual","2","1",5
"2434","sujeto_dabe6acb","individual","3","1",8
"2435","sujeto_dabe6acb","individual","3","2",4
"2436","sujeto_dabe6acb","individual","4","1",8
"2437","sujeto_dabe6acb","individual","4","2",7
"2438","sujeto_dabe6acb","individual","4","3",3
"2439","sujeto_dcc3c5a9","competitive","1","1",4
"2440","sujeto_dcc3c5a9","competitive","1","2",5
"2441","sujeto_dcc3c5a9","competitive","1","3",5
"2442","sujeto_dcc3c5a9","competitive","1","4",7
"2443","sujeto_dcc3c5a9","competitive","2","1",6
"2444","sujeto_dcc3c5a9","competitive","2","2",7
"2445","sujeto_dcc3c5a9","competitive","2","3",7
"2446","sujeto_dcc3c5a9","competitive","2","4",7
"2447","sujeto_dcc3c5a9","competitive","3","1",7
"2448","sujeto_dcc3c5a9","competitive","3","2",7
"2449","sujeto_dcc3c5a9","competitive","3","3",7
"2450","sujeto_dcc3c5a9","competitive","3","4",5
"2451","sujeto_dcc3c5a9","competitive","4","1",4
"2452","sujeto_dcc3c5a9","competitive","4","2",7
"2453","sujeto_dcc3c5a9","competitive","4","3",4
"2454","sujeto_dcc3c5a9","competitive","4","4",4
"2455","sujeto_dcc3c5a9","individual","1","1",4
"2456","sujeto_dcc3c5a9","individual","1","2",3
"2457","sujeto_dcc3c5a9","individual","1","3",3
"2458","sujeto_dcc3c5a9","individual","1","4",1
"2459","sujeto_dcc3c5a9","individual","2","1",2
"2460","sujeto_dcc3c5a9","individual","2","2",1
"2461","sujeto_dcc3c5a9","individual","2","3",1
"2462","sujeto_dcc3c5a9","individual","2","4",1
"2463","sujeto_dcc3c5a9","individual","3","1",1
"2464","sujeto_dcc3c5a9","individual","3","2",1
"2465","sujeto_dcc3c5a9","individual","3","3",1
"2466","sujeto_dcc3c5a9","individual","3","4",3
"2467","sujeto_dcc3c5a9","individual","4","1",4
"2468","sujeto_dcc3c5a9","individual","4","2",1
"2469","sujeto_dcc3c5a9","individual","4","3",4
"2470","sujeto_dcc3c5a9","individual","4","4",4
"2471","sujeto_dccc88fd","competitive","1","1",4
"2472","sujeto_dccc88fd","competitive","1","2",8
"2473","sujeto_dccc88fd","competitive","1","3",8
"2474","sujeto_dccc88fd","competitive","1","4",8
"2475","sujeto_dccc88fd","competitive","2","1",3
"2476","sujeto_dccc88fd","competitive","2","2",8
"2477","sujeto_dccc88fd","competitive","2","3",8
"2478","sujeto_dccc88fd","competitive","2","4",8
"2479","sujeto_dccc88fd","competitive","3","2",7
"2480","sujeto_dccc88fd","competitive","3","3",7
"2481","sujeto_dccc88fd","competitive","3","4",8
"2482","sujeto_dccc88fd","competitive","4","2",6
"2483","sujeto_dccc88fd","competitive","4","3",8
"2484","sujeto_dccc88fd","competitive","4","4",8
"2485","sujeto_dccc88fd","individual","1","1",4
"2486","sujeto_dccc88fd","individual","2","1",5
"2487","sujeto_dccc88fd","individual","3","1",8
"2488","sujeto_dccc88fd","individual","3","2",1
"2489","sujeto_dccc88fd","individual","3","3",1
"2490","sujeto_dccc88fd","individual","4","1",8
"2491","sujeto_dccc88fd","individual","4","2",1
"2492","sujeto_e1314c94","competitive","1","1",8
"2493","sujeto_e1314c94","competitive","1","2",8
"2494","sujeto_e1314c94","competitive","1","3",8
"2495","sujeto_e1314c94","competitive","1","4",8
"2496","sujeto_e1314c94","competitive","2","1",8
"2497","sujeto_e1314c94","competitive","2","2",8
"2498","sujeto_e1314c94","competitive","2","3",8
"2499","sujeto_e1314c94","competitive","2","4",8
"2500","sujeto_e1314c94","competitive","3","1",8
"2501","sujeto_e1314c94","competitive","3","2",8
"2502","sujeto_e1314c94","competitive","3","3",8
"2503","sujeto_e1314c94","competitive","3","4",8
"2504","sujeto_e1314c94","competitive","4","1",8
"2505","sujeto_e1314c94","competitive","4","2",8
"2506","sujeto_e1314c94","competitive","4","3",8
"2507","sujeto_e1314c94","competitive","4","4",8
"2508","sujeto_e29aeec5","competitive","1","1",8
"2509","sujeto_e29aeec5","competitive","1","2",8
"2510","sujeto_e29aeec5","competitive","1","3",8
"2511","sujeto_e29aeec5","competitive","1","4",8
"2512","sujeto_e29aeec5","competitive","2","1",8
"2513","sujeto_e29aeec5","competitive","2","2",8
"2514","sujeto_e29aeec5","competitive","2","3",7
"2515","sujeto_e29aeec5","competitive","2","4",8
"2516","sujeto_e29aeec5","competitive","3","1",8
"2517","sujeto_e29aeec5","competitive","3","2",8
"2518","sujeto_e29aeec5","competitive","3","3",8
"2519","sujeto_e29aeec5","competitive","3","4",8
"2520","sujeto_e29aeec5","competitive","4","1",8
"2521","sujeto_e29aeec5","competitive","4","2",8
"2522","sujeto_e29aeec5","competitive","4","3",7
"2523","sujeto_e29aeec5","competitive","4","4",8
"2524","sujeto_e29aeec5","individual","2","3",1
"2525","sujeto_e29aeec5","individual","4","3",1
"2526","sujeto_e844afe8","competitive","1","1",8
"2527","sujeto_e844afe8","competitive","1","2",8
"2528","sujeto_e844afe8","competitive","1","3",8
"2529","sujeto_e844afe8","competitive","1","4",8
"2530","sujeto_e844afe8","competitive","2","1",8
"2531","sujeto_e844afe8","competitive","2","2",7
"2532","sujeto_e844afe8","competitive","2","3",8
"2533","sujeto_e844afe8","competitive","2","4",8
"2534","sujeto_e844afe8","competitive","3","1",8
"2535","sujeto_e844afe8","competitive","3","2",8
"2536","sujeto_e844afe8","competitive","3","3",8
"2537","sujeto_e844afe8","competitive","3","4",8
"2538","sujeto_e844afe8","competitive","4","1",7
"2539","sujeto_e844afe8","competitive","4","2",8
"2540","sujeto_e844afe8","competitive","4","3",7
"2541","sujeto_e844afe8","competitive","4","4",7
"2542","sujeto_e844afe8","individual","2","2",1
"2543","sujeto_e844afe8","individual","4","1",1
"2544","sujeto_e844afe8","individual","4","3",1
"2545","sujeto_e844afe8","individual","4","4",1
"2546","sujeto_e9306fb7","competitive","1","1",7
"2547","sujeto_e9306fb7","competitive","1","2",8
"2548","sujeto_e9306fb7","competitive","1","3",7
"2549","sujeto_e9306fb7","competitive","1","4",8
"2550","sujeto_e9306fb7","competitive","2","1",8
"2551","sujeto_e9306fb7","competitive","2","2",8
"2552","sujeto_e9306fb7","competitive","2","3",7
"2553","sujeto_e9306fb7","competitive","2","4",7
"2554","sujeto_e9306fb7","competitive","3","1",7
"2555","sujeto_e9306fb7","competitive","3","2",8
"2556","sujeto_e9306fb7","competitive","3","3",7
"2557","sujeto_e9306fb7","competitive","3","4",6
"2558","sujeto_e9306fb7","competitive","4","1",7
"2559","sujeto_e9306fb7","competitive","4","2",8
"2560","sujeto_e9306fb7","competitive","4","3",8
"2561","sujeto_e9306fb7","competitive","4","4",8
"2562","sujeto_e9306fb7","individual","1","1",1
"2563","sujeto_e9306fb7","individual","1","3",1
"2564","sujeto_e9306fb7","individual","2","4",1
"2565","sujeto_e9306fb7","individual","3","3",1
"2566","sujeto_e9306fb7","individual","3","4",1
"2567","sujeto_e9306fb7","individual","4","1",1
"2568","sujeto_e97cf70e","competitive","1","1",8
"2569","sujeto_e97cf70e","competitive","1","2",8
"2570","sujeto_e97cf70e","competitive","1","3",8
"2571","sujeto_e97cf70e","competitive","1","4",8
"2572","sujeto_e97cf70e","competitive","2","1",8
"2573","sujeto_e97cf70e","competitive","2","2",8
"2574","sujeto_e97cf70e","competitive","2","3",8
"2575","sujeto_e97cf70e","competitive","2","4",8
"2576","sujeto_e97cf70e","competitive","3","1",8
"2577","sujeto_e97cf70e","competitive","3","2",8
"2578","sujeto_e97cf70e","competitive","3","3",8
"2579","sujeto_e97cf70e","competitive","3","4",8
"2580","sujeto_e97cf70e","competitive","4","1",7
"2581","sujeto_e97cf70e","competitive","4","2",8
"2582","sujeto_e97cf70e","competitive","4","3",8
"2583","sujeto_e97cf70e","competitive","4","4",8
"2584","sujeto_e97cf70e","individual","4","1",1
"2585","sujeto_eafb7359","competitive","1","1",2
"2586","sujeto_eafb7359","competitive","1","2",8
"2587","sujeto_eafb7359","competitive","1","3",7
"2588","sujeto_eafb7359","competitive","1","4",8
"2589","sujeto_eafb7359","competitive","2","2",5
"2590","sujeto_eafb7359","competitive","2","3",8
"2591","sujeto_eafb7359","competitive","2","4",8
"2592","sujeto_eafb7359","competitive","3","1",2
"2593","sujeto_eafb7359","competitive","3","2",2
"2594","sujeto_eafb7359","competitive","3","3",7
"2595","sujeto_eafb7359","competitive","3","4",7
"2596","sujeto_eafb7359","competitive","4","2",1
"2597","sujeto_eafb7359","competitive","4","4",1
"2598","sujeto_eafb7359","individual","1","1",6
"2599","sujeto_eafb7359","individual","1","3",1
"2600","sujeto_eafb7359","individual","2","1",8
"2601","sujeto_eafb7359","individual","2","2",2
"2602","sujeto_eafb7359","individual","3","1",6
"2603","sujeto_eafb7359","individual","3","2",6
"2604","sujeto_eafb7359","individual","3","3",1
"2605","sujeto_eafb7359","individual","3","4",1
"2606","sujeto_eafb7359","individual","4","1",8
"2607","sujeto_eafb7359","individual","4","2",7
"2608","sujeto_eafb7359","individual","4","3",8
"2609","sujeto_eafb7359","individual","4","4",7
"2610","sujeto_ef8a4539","competitive","1","1",3
"2611","sujeto_ef8a4539","competitive","1","2",7
"2612","sujeto_ef8a4539","competitive","1","3",5
"2613","sujeto_ef8a4539","competitive","1","4",8
"2614","sujeto_ef8a4539","competitive","2","1",2
"2615","sujeto_ef8a4539","competitive","2","2",8
"2616","sujeto_ef8a4539","competitive","2","3",8
"2617","sujeto_ef8a4539","competitive","2","4",7
"2618","sujeto_ef8a4539","competitive","3","1",1
"2619","sujeto_ef8a4539","competitive","3","2",5
"2620","sujeto_ef8a4539","competitive","3","3",7
"2621","sujeto_ef8a4539","competitive","3","4",7
"2622","sujeto_ef8a4539","competitive","4","1",2
"2623","sujeto_ef8a4539","competitive","4","2",5
"2624","sujeto_ef8a4539","competitive","4","3",7
"2625","sujeto_ef8a4539","competitive","4","4",6
"2626","sujeto_ef8a4539","individual","1","1",5
"2627","sujeto_ef8a4539","individual","1","3",1
"2628","sujeto_ef8a4539","individual","2","1",5
"2629","sujeto_ef8a4539","individual","3","1",6
"2630","sujeto_ef8a4539","individual","3","2",2
"2631","sujeto_ef8a4539","individual","3","4",1
"2632","sujeto_ef8a4539","individual","4","1",6
"2633","sujeto_ef8a4539","individual","4","2",1
"2634","sujeto_efe9883f","competitive","1","1",8
"2635","sujeto_efe9883f","competitive","1","2",8
"2636","sujeto_efe9883f","competitive","1","3",8
"2637","sujeto_efe9883f","competitive","1","4",8
"2638","sujeto_efe9883f","competitive","2","1",8
"2639","sujeto_efe9883f","competitive","2","2",8
"2640","sujeto_efe9883f","competitive","2","3",8
"2641","sujeto_efe9883f","competitive","2","4",8
"2642","sujeto_efe9883f","competitive","3","1",8
"2643","sujeto_efe9883f","competitive","3","2",7
"2644","sujeto_efe9883f","competitive","3","3",8
"2645","sujeto_efe9883f","competitive","3","4",8
"2646","sujeto_efe9883f","competitive","4","1",8
"2647","sujeto_efe9883f","competitive","4","2",8
"2648","sujeto_efe9883f","competitive","4","3",8
"2649","sujeto_efe9883f","competitive","4","4",8
"2650","sujeto_efe9883f","individual","3","2",1
"2651","sujeto_fddffe87","competitive","1","1",1
"2652","sujeto_fddffe87","competitive","1","2",8
"2653","sujeto_fddffe87","competitive","1","3",8
"2654","sujeto_fddffe87","competitive","1","4",8
"2655","sujeto_fddffe87","competitive","2","2",8
"2656","sujeto_fddffe87","competitive","2","3",8
"2657","sujeto_fddffe87","competitive","2","4",8
"2658","sujeto_fddffe87","competitive","3","1",1
"2659","sujeto_fddffe87","competitive","3","2",8
"2660","sujeto_fddffe87","competitive","3","3",8
"2661","sujeto_fddffe87","competitive","3","4",8
"2662","sujeto_fddffe87","competitive","4","1",1
"2663","sujeto_fddffe87","competitive","4","2",8
"2664","sujeto_fddffe87","competitive","4","3",8
"2665","sujeto_fddffe87","competitive","4","4",8
"2666","sujeto_fddffe87","individual","1","1",7
"2667","sujeto_fddffe87","individual","2","1",8
"2668","sujeto_fddffe87","individual","3","1",7
"2669","sujeto_fddffe87","individual","4","1",7
